"Epithelial.Basal" "T-Cell" "Adipocyte" "Epithelial-Other" "Macrophage" "CAF" "Epithelial-Her2" "Epithelial-Control" "Epithelial.Luminal"
"TCGA-AO-A0JE-01" 0.0631086465090814 0.112231140641875 0.0171446069697085 0.105245848316193 0.113521047213284 0.171627000155288 0.256978945677879 0.0916553586835411 0.0684874058331498
"TCGA-E2-A106-01" -8.24068682191606e-18 0.0066931289359654 0.0224709947760786 0.11194774323951 0.00547078668100961 0.0139146801246398 0.187131457304111 0.138024399370628 0.514346809568057
"TCGA-E2-A14S-01" 0.0986192044500452 0.0478206328610608 0.0403822776970319 0.0752741791764723 0.0925633942539689 0.00296137094970987 0.182686464134865 0.0206661234904637 0.439026352986383
"TCGA-AC-A3TM-01" 0.0777890753553439 0.0719348863847338 0.0188776497834231 0.471049601114265 0 0.0479599389743249 0.00364347349885278 0.0239226624793388 0.284822712409718
"TCGA-AQ-A1H3-01" 0.0998573419887909 0.100410269806079 0.0828724433292048 0 0.024269962610228 0.085466750473727 0.152041243779943 0.131591776553993 0.323490211458035
"TCGA-E2-A15R-01" 0.108858317551521 0.0233335325642404 0.0408398283786742 0.0149524757169987 0.0011667380823191 0.0368711246295909 0.271355139625015 0.06260543974598 0.440017403705661
"TCGA-A8-A06R-01" 0.113965845664453 0.0540106638001102 0.0431135266837009 0.16201478400288 0.0573271427731186 0.108121763410815 0.203573505941906 0.0129899640147582 0.244882803708259
"TCGA-E9-A295-01" 0.0320143846834519 0.0585412859678299 0.072916144724283 0.178226801457343 0 0.0644451655774517 0.199477249459084 0.116568615921903 0.277810352208653
"TCGA-AC-A62X-01" 0.315957727579522 -3.23387691725305e-18 5.75680191666035e-19 0.239921075258659 0.0249913631450093 -1.09766886364402e-18 1.151614924258e-18 0.317209114864198 0.101920719152611
"TCGA-BH-A18N-01" 0.0684977785544375 0.0235972974978142 0.0465292517473566 0.0315170370696283 0.0465904312548163 0.0394640645327411 0.105549460141535 0.0424472824313038 0.595807396770367
"TCGA-BH-A1FL-01" 0.0910468644017317 0.0717424296554958 0.0126120677369591 0.061252524409134 0.00228002999055169 0.0484537830429456 0.0985486103927316 0.0871612979669285 0.526902392403522
"TCGA-D8-A1XD-01" 0.104881201208271 0.0299181212880772 0.0581195798739656 0.00796667887199899 0 0.108886547521261 0.228628205973424 0.0890758941018257 0.372523771161177
"TCGA-AC-A2FB-01" 0 0.315269580165514 0.074295921500123 0.061241252960944 0.0395292635298807 0.0157389163677919 0.14106428531973 0.126514373221825 0.226346406934191
"TCGA-BH-A0DQ-01" 0.0558724420570327 0.0379660723814287 0.0966231256574906 0.134012827326729 0.0285514027873953 0.181624081544674 0.154085566888027 0.0268014018900576 0.284463079467165
"TCGA-AC-A3W5-01" 0.0340745306229235 0.132401254924816 0.0234941114755385 0.215184017805406 0.0497223657784457 0.212487805011022 0.275994539264357 0.0320989517677457 0.0245424233497463
"TCGA-D8-A1JP-01" 0.128424712882779 0.0539141045713916 0.0608576276024658 0.0608166119189636 0.0805940725854026 0.116573951943922 0.138095333335776 0.054759701793596 0.305963883365703
"TCGA-BH-A0HW-01" 0.0368145047470028 0.00567863350134713 0.032762853801274 0.115423134544827 0 0.00178081979543928 0.231613658901625 0.0198932416037924 0.556033153104692
"TCGA-BH-A0BW-01" 0.249588746925984 0.0963448430974544 0.0220557056231163 -6.11322069386226e-19 0.178936390825195 0.0122845938799371 0.161354776521195 0.205240606924899 0.0741943362022184
"TCGA-LL-A6FP-01" -1.19882091302256e-17 3.50857380465384e-19 -3.25848638099048e-18 0.270496858748455 -4.68302228493732e-19 1.14103336262439e-18 0.131942446171886 0.0728337746741174 0.524726920405542
"TCGA-A8-A0A4-01" 0.0627851734146128 0.053567454192903 0.122505902493456 0.0751818338515064 0.00686422810914822 0.0399443061554957 0.160551664674205 0.143432896754361 0.335166540354312
"TCGA-AC-A6IW-01" 0.301439401952244 0.0536436561391446 6.99558043437207e-18 0.272147383141717 0.322897714505596 -1.40952592423522e-19 -2.52810698388258e-18 0.0498718442612983 -7.34530687553493e-18
"TCGA-BH-A0C0-11" 0.033629784874432 0.0864884629707392 0.134556503088039 0.0289760208757041 0 0.016809042651229 0.0448710015325866 0.362254483807485 0.292414700199785
"TCGA-XX-A899-01" 0.0445836159351051 0.205513878303696 0.10279958264053 0.0869573138098394 0.0368739663283676 0.111632775433035 0.122545634072695 0.0853340205808578 0.203759212895874
"TCGA-A2-A25A-01" 0.0955366903871607 0.142142878599712 0.189259748732303 0.0296729293927154 0.0313685861043256 0.0978905295385831 0.0190552811680498 0.163432065894145 0.231641290183006
"TCGA-E9-A1R5-01" 0.0800274202819313 0.0186431083059948 0.0374886821237207 0.0313152917144251 0.0198807588868421 0.131533961895699 0.174626034079538 0.066440292153548 0.440044450558301
"TCGA-5T-A9QA-01" 0.0814597672662221 0 0.0261688111627884 0.199144686750399 0.0155174517410726 5.12506838320103e-19 0.257184112174548 0.0133761167134614 0.407149054191508
"TCGA-GM-A3NW-01" 2.70533995225644e-19 0.0733381331530449 0.0623522378959722 0.145997390196838 0.00374635893787491 0.00646176802707019 0.200534489275287 0.129783261001635 0.377786361512279
"TCGA-D8-A1JS-01" 0.00402666357220934 -8.21815791132442e-19 2.17266985542596e-18 0.201088041438785 0.0270731944305945 5.8906404910898e-19 0.0369207974349076 0.0935581209575485 0.637333182165955
"TCGA-AR-A1AJ-01" 0.340804733145659 0.175482717021101 0.0653111413905341 0.0356685498615719 0.209422306555038 0.0469376093880757 0.0223425468429068 0.0692842225494966 0.0347461732456161
"TCGA-AN-A0AK-01" 0.216753978338396 0.019112101770169 0 0.0898330331538984 0.045434941107207 0.00922799239503586 0.302924834877682 2.23525333264197e-18 0.316713118357611
"TCGA-BH-A0H7-11" 0.0331247743176828 0.0526686323723557 0.140083857187204 0.161920072279289 0 0.0070353632669058 0.0991771592949626 0.296810651837791 0.209179489443809
"TCGA-D8-A73W-01" 0.0315898077040711 0.0365696960635189 0.0605018926931787 0.107264120554015 0.101029957172763 0.0734589902103795 0.0921307786040065 0.0602104130030717 0.437244343994996
"TCGA-BH-A0BM-11" 0.0466807804336391 0.0760485084395599 0.103221924497501 0.114589472339438 4.33680868994202e-19 4.24607399511149e-19 0.0108286745881495 0.425428567260616 0.223202072441096
"TCGA-BH-A0BZ-01" 0.072372268937536 0.0985228732157114 0.0366327032674421 0.203221008078634 0.095624673588 0.091058427124212 0.293801298703516 5.28535070985038e-19 0.108766747084948
"TCGA-A2-A0EU-01" 0.0475529839596111 0.0351075250672753 0.0223790440477068 0.0551770133614814 0.0186346265793219 0.0589326583221172 0.24351082863267 0.101428390190973 0.417276929838843
"TCGA-B6-A401-01" 0.0425583945484681 0.097217493144405 0.0327698220152836 0.267119996014703 0.00751647848034522 0.0825568833592294 0.114206974432007 0.0900139298914707 0.266040028114088
