"Epithelial.Basal" "T-Cell" "Adipocyte" "Epithelial-Other" "Macrophage" "CAF" "Epithelial-Her2" "Epithelial-Control" "Epithelial.Luminal"
"TCGA-C8-A12M-01" 0.0833185883585188 0.0479649562863157 0.0747167758800058 0.0294168391211541 0.0152555492198387 0 0.303440568469151 0.0154729720371228 0.430413750627893
"TCGA-A2-A0CY-01" 0.14970535729197 0 -3.36079231313088e-18 0.441610652139581 3.98744448005414e-19 -4.69313188939078e-18 0.135260121270155 0.101451207876838 0.171972661421455
"TCGA-A8-A08L-01" 0.15504557404171 0.109734593972326 0.0235984367520348 0.0852980399020164 0.0262048720228374 0.0371205147743896 0.397950734047577 0.0659842239613026 0.0990630105258062
"TCGA-OL-A5S0-01" 0.28385303623516 0.0487106317328239 0.0537131640193004 0.370564207624942 0.0492442966658105 0.0573793188985113 -5.69467374767441e-20 0.136535344823452 0
"TCGA-C8-A1HJ-01" 0.688476012070981 0.0432104376901085 0.0855572489060196 0.0661181747173016 0 0.00707873519113866 0.0616646115605567 0.0478947798638936 -5.98438214041144e-19
"TCGA-BH-A0BR-01" 0.0688363900672663 0.030202206494052 2.04566474349633e-20 0.0807530442509484 0.097517354308315 0.199470921630793 0.255995400414415 0.130393956328979 0.136830726505232
"TCGA-AO-A12E-01" 0.0480667694700773 0.0425260126292053 0.0865148390968133 0.118996486656131 0.0760393031979166 0.0233833608320318 0.176854771959614 0.0914286554586424 0.336189800699569
"TCGA-S3-AA15-01" 0.209901397337255 0.204537391312814 0.0700164906992755 0.166922683819828 0.101184545012879 0.120119615811578 -3.30273827157891e-18 0.0899789197924856 0.0373389562138837
"TCGA-OL-A5D7-01" 0.550862671521532 0.118792852833969 2.31137021814073e-18 0.284112935670623 0.0462315399738769 5.79367118869045e-19 0 8.51075638626729e-19 0
"TCGA-OL-A5DA-01" 0.0285999624175644 0.0920182944627227 0.00184616273680183 0.137470857550048 0 0.044578851136224 0.170881344568809 0.123943316435226 0.400661210692603
"TCGA-B6-A0RL-01" 0.140130140463547 0 0.0041357292202923 0.152066529697846 1.02403475666167e-18 1.57799297133433e-18 0.241923754459343 3.40036155428851e-18 0.461743846158971
"TCGA-OL-A66N-01" -2.3737087874227e-19 0.092398604624366 0.0280973595004847 0.38458778330307 0 0.0959568017930483 0.0914967069929643 0.144514063333593 0.162948680452474
"TCGA-E9-A1ND-11" -2.20223285098821e-19 9.72351111523005e-19 0.367574622103062 0.260058909002734 0.294614371291448 0.0644037610116742 9.98408652129322e-19 0.0133483365910814 0
"TCGA-A2-A0CM-01" 0.422414919844702 0.0994826893792839 0.0174986086771399 0.11338401615097 0.0994040052619587 0.0474449417353261 0.0917983313457378 0.0753468156249106 0.0332256719799708
"TCGA-S3-A6ZG-01" 0.101774339383931 0.080016604331189 0.0060655889696393 0.111232370863328 0.0285091616352224 0.0377707440255774 0.135261028443742 0.017194534569486 0.482175627777885
"TCGA-E9-A1RB-01" 0.366390609483991 -5.67232635393669e-21 0.0467207865693481 0.0454547294713295 0.05648096163463 0.0483774810106465 0.178795735387227 1.10410767997956e-20 0.257779696442828
"TCGA-A2-A4RY-01" 0.0313463988711499 0.144564102455361 0.103164544664379 0.0997336837586599 0 0.069507418167061 0.0543307794965349 0.223132769961023 0.274220302625831
"TCGA-E9-A1R6-01" 0.0619411853369254 0.0061806626146443 0.0382700337516702 0.0852731376126033 0.0390565163823465 0.0486295628768436 0.203266142176385 0.0113319591015865 0.506050800146995
"TCGA-E9-A1R3-01" 0 0.031911560494213 4.10607614442026e-18 0.0336190080131853 0.12245782180518 0.159924430849311 0.110476338754605 0.154740764904927 0.386870075178578
"TCGA-D8-A1JK-01" 0.131239249290384 0.0471418390969255 0.0563273481523524 0.145125064801721 0.142380666129908 0.0699889641217935 0.231833923637388 0.0958623954347469 0.0801005493347809
"TCGA-A2-A0CR-01" -8.46067547320426e-18 0.351379030681288 0.0555833254603378 0.487638632879965 0.0376258708160788 0.031322145456267 -1.02743644193444e-17 0.00873952134264362 0.0277114733634197
"TCGA-BH-AB28-01" 0.0581390483262624 0.111744070788818 0.0315410251362174 0.118857536988695 0.0225121484389344 0.0562410160499996 0.102175196453765 0.104799764362466 0.393990193454844
"TCGA-E2-A10C-01" 0.0877346696218089 0.120734813117554 9.80791245686917e-19 0.218844162961726 0.0462562947845136 0.0126956185804958 0.231083429341787 0 0.282651011592115
"TCGA-B6-A0WW-01" 0.051152060272579 0.0117101019972493 0.0142932809281714 0.121403357870181 0.0204564220857501 0.0645133794368755 0.317617053082272 0.0643575443263339 0.334496800000587
"TCGA-BH-A6R8-01" -5.93838144508894e-21 0.0322005831615933 0 0.300899915881953 0.0687865877325822 0.0186362131328232 0.148626260093275 3.79967288492173e-18 0.430850439997774
"TCGA-D8-A27L-01" 0.0579921443469502 0.112716422597842 0.0605616855802253 0.0160847686334415 0.0429280788582227 0.126548099255749 0.170462666619441 0.124439237021017 0.288266897087112
"TCGA-BH-A0EE-01" 0.319028971744286 0.0633438560501811 1.72540459792395e-18 0.254265069792901 0.0436609143067781 1.06953262110972e-18 0.231352475877029 0 0.0883487122288249
"TCGA-D8-A1JG-01" 0.128172018170932 0.100404844303663 0.038337290781498 0.00566072853646341 0.0937386824266387 0.0434993181379901 0.362345768905495 0.0907512599497024 0.137090088787617
"TCGA-C8-A133-01" 0.0481658485705555 3.1234033113144e-18 0.0526832286045683 0.144835937010191 0.0591454200455426 1.71261604861282e-20 6.35263534362434e-18 0.0505585914446014 0.644610974324542
"TCGA-A2-A0EO-01" 0 0.0813370511195533 0.053353737746857 0.0831558152681732 0.0415102475150341 0.146659510515304 0.129210709957476 0.179235633308723 0.285537294568879
"TCGA-A2-A0YL-01" 0.104106122310396 0.114516608877522 0.083212330079809 0.0337969722788703 0.0082335822757877 0.0950678978185229 0.0880913142711648 0.195603073729941 0.277372098357987
"TCGA-AR-A1AY-01" 0.563161672557771 0.0069380398802322 0.00576082983487271 4.6406621933331e-19 0.0386451218602517 0.0582516547020048 0.109755898024797 0.179726141508839 0.0377606416312311
"TCGA-B6-A0IC-01" 0.0808812773252933 0.0107350821751085 0.0119263403631624 0.0620094398611223 0.0271630279030161 1.35525271560688e-20 0.0885272512880558 0.0451781039531239 0.673579477131118
"TCGA-AR-A24L-01" 0.120667544750822 0.0289428327934492 0.0844722956091309 -5.08378502319904e-18 0.0329199417288401 0.129451179279262 0.194709086582464 0.0708784335535789 0.337958685702453
"TCGA-AC-A3YJ-01" 0.0399627515199817 0.0225921046619952 0.0292861556858081 0.236712525456971 0.102041999648672 0 4.28201363942935e-18 0.0379294316370981 0.531475031389474
"TCGA-A8-A06U-01" 0.0792638341527432 0.0643978568520594 0.00698875179958485 0.128375644815643 0.0628118513042945 0.00828605448489 0.247731285035945 0.0643626531277761 0.337782068427064
"TCGA-AR-A0U0-01" 0.304224277656698 0.13104709219794 2.07525089532132e-19 0.140169732361509 0.123128262700531 0 0.0628856069842976 0.106871180015591 0.131673848083434
"TCGA-BH-A1EW-01" 0.142249332636639 0.100375468807756 0.0943936857466139 0.0033714442484725 0.0347924727858192 0.0337299821180098 0.28551629821959 0.0535485613672998 0.2520227540698
"TCGA-AN-A0FF-01" 0.0839010490719684 0.061221661779151 0.0204648867530291 0.12217120497661 0.0849716891039339 0.0667683100343131 0.0885193485926287 0.0032179448461353 0.46876390484223
"TCGA-AN-A0FX-01" 0.281440044109191 0.0390978974874903 0.0752092802797952 0.0873814993614887 0.00517214088200988 0.0721031216546198 0.0578120751423655 0.279405243344562 0.102378697738478
"TCGA-BH-A1FH-11" 0.00696491001845005 0.0580284612959762 0.41749424594967 0.0806248085868384 0.0855112613137767 0.0389805346177664 0 0.278751722767316 0.0336440554502061
"TCGA-E9-A1RF-11" 0.015365800508809 -6.85708513540219e-19 0.787137725099102 -4.30730020997786e-18 0.0863580024242635 0.0254654466181972 0.0856730253496286 -4.01227128615847e-19 0
"TCGA-BH-A0DZ-01" 0.0258452663289337 0.0321698252341051 0.0199474232366712 0.144562178535494 0.0742312919303143 0.160313542324843 0.334279934899925 0.139790473752078 0.0688600637576366
"TCGA-A2-A0SU-01" 0.0678341520696126 0.0805557490791078 0.0737473450586852 0.101673695688628 0.0108894664277451 0.0488239670105175 0.107380667098296 0.115916086302811 0.393178871264597
"TCGA-E2-A15O-01" 0.161910030002732 0.0554289493471739 0.0586069005785362 0.0803706369353803 0.00762594642275496 0.0219155515390499 0.154557380034379 0.0105635640887343 0.44902104105126
"TCGA-E2-A1LI-01" 0.47523048679312 0.0578319322765759 0.00826818276469565 0.0815495168568627 0.0475069840730628 0.00865253245824362 0.132699793783812 0.173440830395555 0.0148197405980727
"TCGA-E9-A54Y-01" 0.0574407253066598 -3.7725421863038e-18 1.79863618775538e-18 0.472244257486976 2.42217025993004e-18 -9.79584274083399e-21 0.209900188789972 -4.6496585608523e-19 0.260414828416391
"TCGA-EW-A3E8-01" 0 0.188243584212797 0.0718803143226691 0.20803254913115 0.0170024372091536 0.0530864656564491 0.104560972076053 0.0438925476974865 0.313301129694241
"TCGA-D8-A1XV-01" 0.0861552878484844 -5.5611842793405e-20 0.0243236819315098 -2.32365135221449e-18 0.0631874328644379 0.0036609779686129 0.0628776577268699 0.0820966038344716 0.677698357825613
"TCGA-AR-A255-01" 0.102435331413439 0.0810207194577733 0.0590190623739856 0.000269320495962598 0.0663043116970108 0.111049677268569 0.214478398446317 0.0764664853875 0.288956693459442
"TCGA-GM-A4E0-01" 8.72838745428041e-18 0.157902504791281 0.234066280234054 0.189204476136019 0.0878460862371359 0.0557457351505944 -1.02490648284604e-17 0.0627032045685598 0.212531712882356
"TCGA-BH-A1F0-11" 0.00739404112992293 0.0852570736145572 0.350544442245036 0.0538564007556774 0.0100208690499542 0.0116286939182052 0.0315151662177917 0.261028715774871 0.188754597293984
"TCGA-B6-A0IE-01" 0.0962365151854403 0.0181092715817133 0.0298547158143178 0.242434568017588 5.99183486154355e-20 0.0354545580893155 0.188747675842301 0.0751078209646035 0.314054874504721
"TCGA-A8-A07F-01" 0.0933668508881128 0.0715468621487045 0.00165775897533842 7.44006615736393e-18 0.0459555071807327 0.0859664289487784 0.162990776663012 0.110948836157579 0.427566979037742
"TCGA-AN-A046-01" 0.0454931243710957 0.126181831107216 0.00613381599527985 0.135550323226101 0.0699389947224771 0.0746598625057852 0.0611476948523516 0.0841971124981372 0.396697240721556
"TCGA-AR-A1AS-01" 0.0665987092616846 -3.04752838660783e-18 -7.55500398162271e-19 0.134157203827516 0.0581869662588019 0.068195894757423 0.201533660326151 0.0886723324044046 0.38265523316402
"TCGA-E2-A15T-01" 0.138336907768819 0.0348276697843815 0.0466332524439603 0.0324340946968366 0.00560062505860318 0.00724505263071805 0.186735039522448 0.0415975771904208 0.506589780903813
"TCGA-GM-A2DB-01" 0.155715553094626 0.0657864421948979 0.0562594699405624 0.269049055140268 0.0316187783277585 0 0.251858042217552 0.0433020244667603 0.126410634617574
"TCGA-EW-A1PH-01" 0.433925249648872 0.0346675960285828 0.0456605733073492 0.112739085890421 0.0301756455231052 0.0359155123993464 0.113223462045439 0.142627378462797 0.0510654966940863
"TCGA-BH-A0HP-01" 0.0603151459988899 0.0744638223430237 0.0657786555437689 0.0703799164741284 0.0502399177012092 0.0638683737657019 0.113845417124742 0.176242985885921 0.324865765162615
"TCGA-AN-A0AM-01" 0.268663401393493 0.0248429408062673 0.0468058997940056 0.211114623764168 0.0709862030962326 0.034478916584077 0.192076113528212 -6.12678889766023e-19 0.151031901033545
"TCGA-C8-A1HG-01" 0.203182993490798 0.110138019982941 0.00300045715608198 0.117744846835382 0.0939705256614898 0.0302561135395984 0.157064239827746 3.02250794660418e-19 0.284642803505963
"TCGA-BH-A18L-01" 0.186435671875641 0.0190376841980956 0.0103219343673956 0.0739689658375883 0.0332132512781902 2.99137486988939e-20 0.312327278358787 1.42264590400368e-19 0.364695214084303
"TCGA-A2-A0YI-01" 5.12920520708351e-18 0.135323976494085 0.0133356284835003 0 0.137172849760174 0.0727603740618713 0.0682975003280173 0.17681996096247 0.396289709909882
"TCGA-D8-A4Z1-01" 0 0.112123762321692 0.108191481745335 0.0843066030035081 0.00230808995719056 0.0515029990204056 0.105564365345375 0.222897494468942 0.313105204137552
"TCGA-GM-A2DK-01" 0.00269163349983086 0.0391283526928306 0.149307504552915 0.250933294420872 0.0627241614879182 0.0176608460703102 0.180766443467618 0.0511099557158717 0.245677808091834
"TCGA-BH-A1FD-11" 0.0176889817771511 0.0534996756779041 0.415968378711034 0.0319398340363199 0.0414762873717256 -1.46649419788743e-20 0.0575905514303051 0.18481617525578 0.19702011573978
"TCGA-E2-A1L9-01" 0.0910834831994558 0.0166332727167858 0.0553281183923421 0.0613665275011852 0.0933533650694054 0.209355907776637 0.121997810071303 0.0537870073166668 0.297094507956219
"TCGA-BH-A0BA-01" 0.0169958218265808 0.11618976419328 0.0713757777392224 0.0420933536401814 0.000478323713379334 0.0347280907159404 0.253414387767781 0.163698805359213 0.301025675044422
"TCGA-C8-A12L-01" 0.271913613004497 0.0126520092686341 0.023911714337185 0.0503898449437901 0.0500508634663498 0.0379194648580027 0.286895590220855 0.157997037100954 0.108269862799733
"TCGA-A8-A083-01" 0.0165961998081772 0.0184076011169473 0.0131664811870904 0.09724421493421 0.0296391196857121 0.0133793151058456 0.0810397447077915 0.0755428892460707 0.654984434208155
"TCGA-D8-A1XY-01" 0 0.000398691619413264 0.0488521916873378 0.0427421749444752 0.0646381841867727 0.163794171858846 0.237698126010939 0.0857011742571527 0.356175285435064
"TCGA-AC-A2FF-11" 0.0796377964076831 0.102023277086962 0.135349027106822 0.0399458304866428 0.066401735607656 0.0749265369786285 0.0622549089677614 0.246524385447984 0.19293650190986
"TCGA-A2-A0D2-01" 0.55551240468143 0.05635177702515 0.00044410964793011 0.112971686772894 0.0499982190740765 0.0621563454461473 0.0579614595691659 0.0683551669654651 0.0362488308177411
"TCGA-AR-A1AL-01" 0.0528974304420566 0.118379083103235 0.119662144804585 -2.95700563852526e-19 0.00644195913731666 0.0847938484038047 0.102838590777024 0.207575551444812 0.307411391887166
"TCGA-AO-A0J6-01" 0.352680230187145 0.0430554665094168 -2.92225728817528e-19 0.175691973047176 0.0998180231966681 0 0.0753438527617832 0.173153027780481 0.08025742651733
"TCGA-AO-A0J7-01" 0.155212855809271 0.0156263529865778 -1.73472347597681e-18 0.113097510418474 0.0029780341220725 0.0381966159875062 0.140969476021266 0.0400006786216443 0.493918476033189
"TCGA-OL-A66H-01" 0.0569748622005246 0.0378078702324895 0.0434466149059262 0.207840962260088 0.148094994386338 0.0131435722740794 0.000601530878425771 1.3864190057058e-19 0.492089592862129
"TCGA-D8-A1J9-01" 0 0.00623381786094881 0.0160086244237143 0.0471121537842351 0.092220915515097 0.0860840591987791 0.458244608517624 0.146994896117259 0.147100924582343
"TCGA-BH-A0B5-01" 0.133314980897245 0.0989831168454033 0.0346474733327767 0.0397107555481249 0.030351143050376 0.0990537203329745 0.204121170472875 0.094600218363732 0.265217421156492
"TCGA-E2-A15A-06" 0.116475956068896 0.180549635043801 0.028644382511884 0.0759988843917977 0.0291583492029427 0.0286068213474481 0.32322232511435 5.25093869061415e-19 0.217343646318881
"TCGA-E2-A15K-11" 1.85475453536137e-17 0.0744852502447457 0.408163620202948 0.334468201269805 0.0365957363839126 0.0375881405301075 -4.64025548876993e-18 0.108699051368481 0
"TCGA-BH-A0B4-01" 0.0693189322304114 0.0646516851042093 0.059122992520303 0.166514501699224 0.0263794788012144 0.106773680413297 0.237497093014861 0.0317710991382798 0.2379705370782
"TCGA-AQ-A04H-01" 0.058735977172318 0.0300865742867492 0.0386533866749316 0.0644209183199494 0.0139275434735956 0.0267388105336887 0.387168814927576 0.0708698425474702 0.309398132063721
"TCGA-AR-A1AX-01" 0.0912797339574213 0.261065052654191 0.0641587425554283 0.0414774443898301 0.0285806719611896 0.046079122074708 0.229782163201225 0.0765012044411274 0.16107586476488
"TCGA-BH-A0GZ-01" 0.0618880770169009 0.0175959176499743 0.075070961991732 0.20861260654626 0.0112487471021222 0.0921134525959141 0.120492856308923 0.0230790748786655 0.389898305909508
"TCGA-B6-A0IN-01" 0.0455507699054488 0.122515969429658 0.0994803382770021 0.247206732097938 0.0533985203978785 0.0338843125463553 0.144032920023008 0 0.253930437322712
"TCGA-BH-A1F6-01" 0.320717485945091 0.0542973762046478 0.0259868133627849 0.12418286037363 0.108088528359071 0.0287034238593866 0.0957493626451197 0.172335962222351 0.0699381870279188
"TCGA-A8-A07U-01" 0.353789220987167 0.153215292298086 0.0547095246684647 0.0602388383762607 0.15233392518219 0.0298594140266962 0.104498891858871 0.0487502331114356 0.0426046594908291
"TCGA-BH-A18V-01" 0.504046768899632 0.0395095291794786 2.09521721013196e-19 0 0.14901062653332 0.0561562448845739 0.110671864342003 0.140604966160993 5.76856975582738e-18
"TCGA-AQ-A04L-01" 0.0606732885135482 0.0036554470913089 0.014727149912134 0.111604152449924 0.0474287235383418 0.0796478123877273 0.2518198791638 0.153993332666978 0.276450214276238
"TCGA-AR-A1AP-01" 0.0826267761364043 0.0388651040568492 0.0389100864007873 0.125097432701149 0.0675158341110984 0.0558529025757967 0.18935858273961 0.0980347899594804 0.303738491318825
"TCGA-AC-A2QH-01" 0.364916836433101 0.0375113215321585 0.112077561917987 0.0173524384219796 0.0273446944026344 0.250875816103251 0.0195700323311899 0.0276399461814234 0.142711352676276
"TCGA-AR-A24M-01" 0.00922469400073715 0.0217241907434021 0.0360618985292168 2.44873057697787e-18 0.0627835043391751 0.109840072099007 0.185052202181353 0.174607890142904 0.400705547964205
"TCGA-AR-A2LQ-01" 0.0146918633138498 0.107705066528902 0.105806774498098 0.00831698131618289 0.00965901475589201 0.352851505973839 0.0873814911248607 0.207613178893953 0.105974123594422
"TCGA-AC-A62Y-01" 0.0163334019785534 0.0414735662410238 0.0533527100053999 0.165421604407308 0.123945041980093 0.0487243261784165 0.0161207964815984 0.105290987052239 0.429337565675369
"TCGA-BH-A0DQ-11" 0.0113730458900532 0.0914320880739434 0.126566625585406 0 0.00261688066307005 0.0568005681531191 0.0728905094944389 0.296206068857917 0.342114213282052
"TCGA-BH-A0HO-01" 0.0668471111838176 0.0183805482316966 0.0330041905768678 0.065226720787987 0.135833058143518 0.0288937248536205 0.015409715652918 0.0829476124739826 0.553457318095592
"TCGA-EW-A1OV-01" 0.150095279655847 0.32401698161557 0.0185351781684716 0.124163434452181 0.0505592277037289 0.0379745117700061 0.133596064509383 0.0257932991754146 0.135266022949397
"TCGA-A2-A0CK-01" 0.0494243828486847 0.107874156361303 0.088768729535751 0.219845027562937 0 0.0326088010985586 0.093021267298922 0.0900414964236313 0.318416138870212
"TCGA-E2-A1L8-01" 0.0777393134655786 0.0584013165510993 0.0519549368509533 0.0685294057683495 0.0340290335819829 0.0856964250016904 0.07218217390807 0.0909407821533286 0.460526612718947
"TCGA-EW-A1PG-01" 0.0924458862940853 0.0397440404923398 0.0812269114856326 0.0146195193377424 0.034531640442832 0.100865277861093 0.0760311574201018 0.312563369401369 0.247972197264804
"TCGA-E2-A14Q-01" 0.0529577071005208 0.074741197603452 0.0513757735218209 0.110349208798178 0.0013739104379504 0.039751080544015 0.116690685097214 0.157411732297036 0.395348704599813
"TCGA-EW-A1OY-01" 0.199625243426684 0.0249679755523313 0.0359616687580498 0.181441977544432 0.0258688204554376 0.0184684205410862 0.186020913424262 0.0196747449390102 0.307970235358707
"TCGA-BH-A18H-01" 0.0491037901369884 0.191115707857054 0.029560762783043 0.137957082889455 0.0422081122953889 0.0209814424583072 0.140490533345696 0.0782024849840302 0.310380083250038
"TCGA-BH-A0HU-01" 0.251370882547394 0.0434119974664509 0 0.188182295561504 -1.77030322849421e-19 0.0211764291582435 0.191154687546384 9.54395153343548e-19 0.304703707720024
"TCGA-AO-A03R-01" 0.208475835758926 0.101745389701768 0.0635692080541972 0.263748496734863 0.003573184906007 0 0.151432395701665 -6.86316474597528e-19 0.207455489142573
"TCGA-A7-A26J-01" 0.132224360175205 0.0369252568025385 0.0193470171472094 0 0.0629610882275269 0.0862025536635542 0.218955253750866 0.0726095807169193 0.370774889516182
"TCGA-AN-A0FS-01" 0.0108575608572994 0.0476003207406976 0.116561175123285 0.0674121127704657 0.00210165506607728 0.0999662471381846 0.133212707845425 0.176185402291182 0.346102818167383
"TCGA-A2-A0ST-01" 0.224132141529555 0.356930744497686 0.00465138736218865 0.121030943258336 0.13437422801212 0 4.24154018817367e-18 0.153408351752281 0.00547220358783405
"TCGA-D8-A27W-01" 0.107666243343377 0.0624994559474176 0.0712080640782252 0.0748786793821119 0.0445432009566365 0.0248015419805453 0.380190316342386 1.02051204610202e-19 0.234212497969301
"TCGA-A2-A0SW-01" 0.12898813748809 0.119464367353955 0.0124513790852698 0.135617805651287 0.0779133023039707 0.0674087401295448 0.244200145530046 0 0.213956122457836
"TCGA-AO-A1KS-01" 0.195682936479229 0.0536900161151366 0.0616990157029903 4.99138617149821e-18 0.0361735848178526 0.0129733849612323 0.274551974789792 0.0161588216349157 0.349070265498851
"TCGA-GM-A2DL-01" 0.113279045906009 0.0143902153799293 0.0828748700976945 0.187387912674044 0.0834890536861757 0.161679671567718 0.160275655601136 0.0160850943092617 0.180538480778032
"TCGA-BH-A0H5-11" 0.0151905174878733 0.0948874172995754 0.142906443512409 0.0172513726955169 0 0.0119835675319067 0.0594761323405148 0.384505189320925 0.27379935981128
"TCGA-E9-A1RI-11" 0.0220926028086288 3.82538023666916e-19 0.738339297065466 4.10160600413037e-18 0.053622290756047 0 0.136780642219443 2.01289530221994e-19 0.0491651671504151
"TCGA-A2-A04X-01" 0.025005518944097 0.130631761288644 0 0.199190867218012 0.0750388834594758 0.0056156225374147 0.337646228857686 0.0532527164399669 0.173618401254703
"TCGA-EW-A1J6-01" 0.178798331478376 0.0663720745941336 0.0732219663641565 0.17430312639928 0.0795398367773779 0 0.00510387685192551 -1.83813007880215e-18 0.42266078753475
"TCGA-B6-A0RP-01" 0 0.0693575202499762 0.038298838837519 0.0851267744044574 0.0474666661115942 0.123117990308859 0.072282812755732 0.0932490532982142 0.471100344033648
"TCGA-E2-A159-01" 0.268600870639579 0.108064044425348 0.0283277684541638 0.0697482786464626 0.113935900946337 0.043154447820411 0.218450938896238 0.0880894004569683 0.0616283497144925
"TCGA-BH-A0W4-01" 0.0783549904103406 0.0419151198439208 0.0617279347869878 0.0561450080286787 0.00399345365479138 0.100482523537959 0.11852548864699 0.134300345220191 0.404555135870141
"TCGA-E2-A10E-01" 0.0458905149013916 0.0556578921119295 0.0149108380161887 0.0397748280929483 0.0345089150332571 0.0649099743168163 0.180571347021996 0.101007677300721 0.462768013204752
"TCGA-OL-A6VO-01" 0.532402647758066 0.0514424840088134 0.00697145577318618 0.110058342130698 0.0271690096685866 0.0186172816456914 0.00364345986536834 0.0795810898990511 0.170114229250539
"TCGA-D8-A1Y3-01" 0.302638814079847 -4.18125086970479e-21 0.0107584609388863 0.247002443631223 0.118962547117542 0 0.157779676815419 1.07275352556813e-18 0.162858057417083
"TCGA-BH-A209-11" 0.0495270263876956 0.11101950947749 0.361525073236355 0.00474746374487538 0.0629254407211785 0.0187206246392614 0.0218828943447694 0.230306530753907 0.139345436694467
"TCGA-E2-A14V-01" 0.205226172428445 0.0126751805742722 0 0.122030499714696 -3.09460094582568e-20 0.0535028368167521 0.430592031735467 0.0479012911952304 0.128071987535136
"TCGA-BH-A18V-06" 0.235051679434502 0.240098175530272 -7.13574012217699e-18 0.163480185286163 0.232929659015362 1.94217691884844e-18 0.0280359999747977 0.0790252412852443 0.0213790594736582
"TCGA-A2-A0D0-01" 0.609037328165707 0.0193054676185391 1.29160751529768e-19 0.2917797343053 0.0362710970006156 0.00378486483888795 0.0384225685445862 0.00139893952636431 0
"TCGA-A2-A0T5-01" 0.137697907466618 0.0498546988006363 0.0243461895714796 0.108903411880205 0.00907106898437062 0.0622036007734067 0.0776548493811718 0.168186907918964 0.362081365223148
"TCGA-AN-A0XS-01" 0.0238816610503076 0.1157978796073 0.0587070334445012 0.110451774683021 0.0316475941637326 0.109440413695994 0.118954767693702 0.0534163737104925 0.377702501950949
"TCGA-B6-A402-01" 0.352686839484836 0.000344307243501431 0 0.201545177659886 0.00756729517372343 0.0307998609379659 0.102070499680974 0.232319110141318 0.0726669096777945
"TCGA-D8-A1JB-01" 0.0136802408498214 0.203378969207089 0.0758609681154259 0.0469461295677672 0.0554540168798275 0.0165507294176618 0.155396908344315 0.169776629089737 0.262955408528354
"TCGA-E2-A109-01" 0.113636171378099 0.0541610454504857 0.0454158474834276 0.106561204305227 0.00124884640287018 0.0491574244140731 0.392965264267112 0.0201045270325136 0.216749669266192
"TCGA-B6-A0RE-01" 0.41705760710374 -1.40474271079143e-19 -1.12968158581121e-18 0.121027302268802 0.0437805842953479 0.0494031874332827 0.0660584801815095 0.204285672793053 0.0983871659242644
"TCGA-E9-A1RB-11" 0.0789891008900612 0.0852852483306965 0.475086008502632 -1.73472347597681e-18 0.0314729530171365 0.0482191598764615 0.0356322152905586 0.148361416426394 0.0969538976660601
"TCGA-E2-A2P5-01" 0.151076478429315 0.0640550391156436 0.0147356986881409 0.184183813483316 0 0.0579935176201182 0.17609094275427 0.0269520605231805 0.324912449386015
"TCGA-OL-A66K-01" 0.0135285690219681 0.0574849878995805 0.0533056764243299 0.152318047684575 0.00114849440883528 0.0886458603376091 0.0602862016307182 0.148929295689976 0.424352866902408
"TCGA-S3-AA11-01" 0.0695109291466568 0.0418214292321599 0.00895811234648093 0.101769769552541 0 0.0372514607024097 0.120485764369152 0.0904661261947421 0.529736408455857
"TCGA-C8-A134-01" 0.426989236655442 0.0823137940553327 0.0246613012979242 0.046501699741234 0.0616721187893866 0.0414327711836031 0.107044252962184 0.123810278533848 0.0855745467810453
"TCGA-BH-A0DH-11" 1.73472347597681e-18 0.0535499663981501 0.272690397660791 0.21198057765862 0.0182647085002596 0.0273692061373466 -3.62759019361158e-18 0.251831841210595 0.164313302434238
"TCGA-AN-A0AT-01" 0.555196161640934 0.0397641250759607 0.0322240973435738 0.102961247887353 0.0410755310691705 0.013395037665759 0.0827028489557013 0.0993727940484715 0.0333081563130763
"TCGA-BH-A0HN-01" 0.022274389340039 0.0248106801992976 0 0.20419847539774 0.0369013498201018 0.0121771156479132 0.0486616044723242 0.0504216488037436 0.60055473631884
"TCGA-GM-A2DN-01" 0.114121694386045 0.191035970692419 0.0177067552614525 0.107651309134827 0.0669975751341761 0.0323391206273404 0.0471098206541994 0.146798206907474 0.276239547202067
"TCGA-E9-A1RD-11" 0.0516490069926667 0.0257420046258603 0.564421649674587 0.0381566213452061 0.0623335838802491 0.0502914437015952 0.0427022649906472 0.0715085125589035 0.0931949122302853
"TCGA-AO-A12D-01" 0.00730320195853524 0.134550512543484 0.0207166827014203 0.082140446285706 0.0796538279164931 0.07877878723976 0.417971714489533 0.170999185711406 0.0078856411536624
"TCGA-A8-A08C-01" 0.0923340664514867 0.0295220848396121 9.72709469074265e-19 0.0164001204239436 0.0418377442510461 0.0486589287605192 0.064821522887191 0.0885801641553021 0.617845368230899
"TCGA-C8-A274-01" 0.0998831335179641 0.0249739481834256 0 0.0486872701650857 0.0333472287615278 0.0342328185690156 0.21137859291308 0.104130289825925 0.443366718063976
"TCGA-BH-A0HX-01" 0.0654714164404509 0.0415824802924185 0.0755063437305197 0.112603945296942 0.0214970140261949 0.0608229241212625 0.305356799116909 0.0726427375316468 0.244516339443656
"TCGA-E9-A1NE-01" 0.114332030074062 0.296152111473474 0.0915155429284687 0 0.0418186935878119 0.0367297966434731 0.173714485637452 0.0535799242754819 0.192157415379776
